GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12
0400000US28,28,Mississippi,2918785,,1413634,4517,68566,2800,53880,3122,25305,2470,24347,3026,59280,4189,94537,3669,84724,3625
0400000US29,29,Missouri,5878415,,2865354,4024,132431,1788,85236,2609,43568,3457,46250,3406,113485,3898,202007,2317,175753,2171
0400000US30,30,Montana,957861,,478877,1642,21474,1088,14903,1258,8294,1826,8437,1560,19443,2078,33851,1237,25387,815
0400000US31,31,Nebraska,1774571,,879144,2091,40358,1071,26898,1325,13704,2068,13548,1553,41437,2626,62635,1489,53079,1296
0400000US32,32,Nevada,2565382,,1301954,2585,55776,1237,31040,1968,17246,2191,16377,2028,47578,3140,100919,1914,95548,1971
0400000US33,33,New Hampshire,1315828,,647176,1623,29585,721,18377,877,13249,1432,9720,1307,20647,1829,37349,1108,36932,1018
0400000US34,34,New Jersey,8685920,,4251992,2369,192182,1494,119286,2332,60686,3841,61570,3800,156116,4167,260691,1825,278835,1419
0400000US35,35,New Mexico,1969915,,977250,2948,46693,1568,32508,2343,17490,2690,14448,2125,41377,3047,71813,2379,61597,2106
0400000US36,36,New York,19297729,,9363428,4389,419701,1791,299396,2777,161272,5808,146035,5818,392731,8158,633021,3229,617558,2244
0400000US37,37,North Carolina,9061032,,4425403,6648,192117,3069,139942,4814,71590,3951,70799,4592,182302,6527,288912,4690,300528,4258
0400000US38,38,North Dakota,639715,,322878,1720,13915,545,12005,953,6124,940,6822,1209,19547,1776,23418,886,17516,641
0400000US39,39,Ohio,11466917,,5589500,3994,257286,2041,169035,2374,86434,4924,78663,4988,216814,6041,376405,2473,341529,2545
0400000US40,40,Oklahoma,3617316,,1792726,3399,80696,2050,54979,2390,26054,2730,31193,3481,85899,4603,132660,2857,114085,2450
0400000US41,41,Oregon,3747455,,1857248,3746,80130,1372,48688,1574,25512,2495,23990,2562,72959,3574,138204,1758,128310,1951
0400000US42,42,Pennsylvania,12432792,,6052038,3814,270390,2054,197353,2776,96936,4464,91247,4336,232131,6307,368852,2731,355290,2239
0400000US44,44,Rhode Island,1057832,,511071,1481,22380,730,17751,729,10397,1414,8498,1357,19932,1865,33990,988,30926,732
0400000US45,45,South Carolina,4407709,,2139763,4658,94090,2334,71716,2696,38334,3638,33260,2905,86837,4189,141915,2939,132494,3523
0400000US46,46,South Dakota,796215,,397797,1829,17059,1129,12900,1428,6671,1574,8963,1723,17001,2187,26368,1543,22682,1145
0400000US47,47,Tennessee,6156719,,3006762,4297,132841,2337,83542,2692,45146,3673,45266,3143,112359,4935,215512,2901,199344,2105
0400000US48,48,Texas,23904380,,11915131,6902,544528,3775,366563,4850,194397,8411,192661,8653,518335,9550,931039,6212,858708,5586
0400000US49,49,Utah,2645330,,1334664,2489,63418,1144,42982,1684,23036,3663,25434,2575,82676,4073,129208,1706,89147,1436
0400000US50,50,Vermont,621254,,304942,1280,13688,412,10055,723,5494,886,5717,1145,10001,1324,18664,467,17135,427
0400000US51,51,Virginia,7712091,,3788043,6022,163851,3240,122357,4254,62300,4474,58942,4491,167077,6346,257208,3964,252191,4140
0400000US53,53,Washington,6468424,,3226432,3489,144044,1577,91733,2484,48962,3987,44638,3405,130777,4512,240257,2010,213565,2231
0400000US54,54,West Virginia,1812035,,888822,2591,36023,1546,27062,1711,11924,1563,13529,1733,31019,2353,57644,1608,53252,1458
0400000US55,55,Wisconsin,5601640,,2785178,3028,126127,1424,83048,1769,44986,3662,40935,3528,116270,4284,191212,1776,170359,1608
0400000US56,56,Wyoming,522830,,266763,2012,11872,675,7711,1522,3650,1132,4677,1350,13599,1749,19640,1104,15461,1227
0400000US72,72,Puerto Rico,3942375,,1893735,2049,92452,1213,60312,1833,32952,2458,35235,2597,72480,3558,139597,1163,127294,1548
