GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12
0400000US46,46,South Dakota,746033,,368834,1567,15918,846,10628,1080,5372,1046,6261,1017,15589,1503,24926,952,22506,1023
0400000US47,47,Tennessee,5810590,,2837860,3679,124766,1955,76213,2870,37665,3065,40408,3183,110740,5242,193639,2306,201316,2466
0400000US48,48,Texas,22270165,,10997086,6563,518741,4557,302444,5327,159703,8239,169831,7110,485317,11175,808434,5179,818368,4695
0400000US49,49,Utah,2427350,,1215268,1768,57397,982,37176,1739,15735,2254,20117,2119,76684,3104,119253,1348,93003,1426
0400000US50,50,Vermont,602290,,295893,884,13726,364,6487,541,4505,983,5176,947,9840,1198,18311,409,16446,345
0400000US51,51,Virginia,7332608,,3574553,6353,158071,3370,92279,4504,51559,3830,44663,3849,152976,6230,233646,4539,239931,3664
0400000US53,53,Washington,6146338,,3052792,2938,133199,1648,82316,1965,42745,3557,44700,4306,134161,5942,209715,2256,215053,2581
0400000US54,54,West Virginia,1771750,,866032,2639,34589,1076,20209,1491,11140,1820,9952,1529,36250,2418,55752,1187,51382,1170
0400000US55,55,Wisconsin,5375751,,2653937,3251,122637,1739,68324,1434,37837,2789,38481,2935,111427,3653,177779,1707,165289,1935
0400000US56,56,Wyoming,495226,,247262,1485,10343,514,5983,694,4044,1131,3655,1045,11382,1704,16884,1030,14379,575
0400000US72,72,Puerto Rico,3865280,,1845154,1796,90130,616,56874,1649,31228,2400,30130,2123,81867,2669,132574,877,122977,1432
